production_budget_usd,worldwide_gross_usd
35000000.00,86648359.00
24000000.00,86765463.00
40000000.00,86778557.00
80000000.00,86787530.00
69000000.00,86796502.00
20000000.00,86858578.00
23000000.00,86930411.00
18000000.00,87000000.00
16000000.00,87041569.00
38000000.00,87098466.00
58000000.00,87100000.00
60000000.00,87123569.00
40000000.00,87145086.00
68000000.00,87173475.00
9400000.00,87226613.00
4000000.00,87400000.00
90000000.00,87420776.00
55000000.00,87524497.00
109000000.00,87683966.00
3000000.00,87727807.00
40000000.00,87949859.00
30000000.00,87956618.00
15000000.00,87973835.00
40000000.00,88069880.00
50000000.00,88316835.00
15500000.00,88611837.00
95000000.00,88725100.00
60000000.00,88832210.00
70000000.00,88933562.00
32000000.00,88978458.00
35000000.00,89102315.00
12000000.00,89309178.00
32000000.00,89441732.00
25000000.00,89476265.00
75000000.00,89758389.00
50000000.00,89895930.00
30000000.00,89955540.00
35000000.00,90221182.00
48000000.00,90376224.00
10000000.00,90384306.00
26000000.00,90396664.00
100000000.00,90420758.00
10000000.00,90453550.00
60000000.00,90482317.00
17500000.00,90508336.00
45000000.00,90523726.00
55000000.00,90552675.00
23000000.00,90614445.00
40000000.00,90717684.00
60000000.00,90723216.00
8000000.00,90815558.00
77500000.00,90905178.00
25000000.00,91036760.00
40000000.00,91126600.00
3000000.00,91266581.00
45000000.00,91342494.00
30000000.00,91388487.00
40000000.00,91455875.00
18000000.00,91651878.00
42000000.00,91678442.00
40000000.00,91729503.00
100000000.00,91800000.00
28000000.00,91943956.00
10000000.00,92094360.00
40000000.00,92111551.00
20000000.00,92217729.00
40000000.00,92256918.00
18000000.00,92357499.00
30000000.00,92494381.00
22000000.00,92542418.00
12000000.00,92618117.00
17000000.00,92670237.00
20000000.00,92678948.00
50000000.00,92690959.00
12000000.00,92863945.00
18000000.00,92935067.00
16000000.00,92961960.00
21500000.00,92987651.00
10000000.00,93074616.00
120000000.00,93394462.00
27000000.00,93469699.00
15000000.00,93589701.00
13500000.00,93631744.00
58000000.00,93672764.00
20000000.00,93931360.00
28000000.00,94050951.00
30000000.00,94207861.00
45000000.00,94215000.00
22000000.00,94270488.00
28000000.00,94500826.00
50000000.00,94704227.00
28000000.00,94728529.00
38000000.00,94763758.00
32000000.00,94875000.00
95000000.00,94894448.00
75000000.00,94944017.00
70000000.00,94973540.00
17000000.00,95092667.00
35000000.00,95104304.00
100000000.00,95255485.00
60000000.00,95538560.00
75000000.00,95572749.00
13000000.00,95638592.00
22000000.00,95708457.00
12000000.00,95800000.00
35000000.00,95825125.00
30000000.00,95857262.00
40000000.00,95989590.00
82000000.00,96024898.00
37000000.00,96068724.00
35000000.00,96096018.00
20000000.00,96147688.00
80000000.00,96148711.00
100000000.00,96221971.00
40000000.00,96398826.00
30000000.00,96439723.00
50000000.00,96469187.00
25000000.00,96633833.00
26000000.00,96666486.00
27500000.00,96673002.00
27000000.00,96900000.00
72000000.00,96947540.00
85000000.00,96971293.00
25000000.00,97030468.00
37000000.00,97143987.00
75000000.00,97387965.00
29000000.00,97413527.00
40000000.00,97470701.00
100000000.00,97523020.00
28000000.00,97531134.00
7000000.00,97600000.00
50000000.00,97651543.00
52000000.00,97709034.00
17000000.00,97778356.00
35000000.00,97799865.00
11000000.00,97837138.00
20000000.00,98114471.00
100000000.00,98227017.00
38000000.00,98230839.00
18000000.00,98267558.00
80000000.00,98341932.00
25000000.00,98406855.00
5000000.00,98595211.00
55000000.00,98699769.00
7000000.00,98754000.00
15000000.00,98800000.00
60000000.00,98819789.00
53000000.00,98837872.00
12000000.00,98963392.00
80000000.00,98983590.00
80000000.00,99010667.00
13000000.00,99034125.00
100000000.00,99123656.00
17500000.00,99135571.00
32000000.00,99296462.00
35000000.00,99423000.00
37000000.00,99595932.00
200000.00,99750000.00
60000000.00,99823958.00
1500000.00,99870886.00
11500000.00,99930262.00
60000000.00,100230832.00
5000000.00,100486616.00
41000000.00,100622586.00
8000000.00,100642353.00
60000000.00,100645801.00
31000000.00,100655892.00
58000000.00,100687083.00
46000000.00,100833145.00
65000000.00,100851897.00
12000000.00,100919111.00
58000000.00,100993260.00
60000000.00,101134059.00
40000000.00,101162106.00
7303082.00,101173038.00
24000000.00,101363301.00
80000000.00,101371017.00
28000000.00,101379287.00
60000000.00,101382396.00
19000000.00,101564935.00
64000000.00,101636047.00
1000000.00,101759490.00
37000000.00,101857425.00
25000000.00,101937062.00
20000000.00,102034104.00
28000000.00,102053581.00
35000000.00,102115888.00
36000000.00,102226631.00
23600000.00,102236596.00
6000000.00,102300000.00
6000000.00,102308900.00
39000000.00,102332135.00
60000000.00,102332848.00
26000000.00,102404019.00
30000000.00,102716321.00
45000000.00,102746214.00
47000000.00,102825796.00
14000000.00,102836002.00
18000000.00,102912961.00
25000000.00,102992536.00
12000000.00,103028188.00
100000000.00,103039258.00
18000000.00,103215094.00
30000000.00,103284813.00
40000000.00,103429755.00
28000000.00,103452875.00
5000000.00,103683342.00
70000000.00,103735965.00
35000000.00,103787401.00
1200000.00,103880027.00
73000000.00,103891409.00
60000000.00,104100903.00
65000000.00,104267443.00
30000000.00,104283753.00
60000000.00,104324083.00
57000000.00,104364680.00
40000000.00,104407366.00
60000000.00,104429625.00
50000000.00,104488383.00
16000000.00,104504817.00
45000000.00,104505362.00
95000000.00,104907746.00
49000000.00,105002056.00
88000000.00,105021488.00
50000000.00,105103783.00
28000000.00,105159085.00
30000000.00,105173042.00
50000000.00,105246941.00
80000000.00,105299638.00
75000000.00,105445109.00
38000000.00,105887837.00
40000000.00,105945357.00
90000000.00,106000000.00
30000000.00,106030660.00
31000000.00,106282604.00
40000000.00,106511453.00
80000000.00,106515310.00
40000000.00,106548738.00
7500000.00,106593296.00
30000000.00,107054484.00
53012938.00,107190108.00
120000000.00,107212751.00
12000000.00,107217396.00
38000000.00,107597242.00
48000000.00,107752036.00
62000000.00,107822813.00
9000000.00,107967319.00
78000000.00,108086731.00
60000000.00,108119662.00
54000000.00,108185706.00
5000000.00,108286422.00
80000000.00,108469033.00
35000000.00,108758521.00
4400000.00,108981275.00
60000000.00,108996113.00
18500000.00,109175673.00
5000000.00,109273197.00
72500000.00,109362966.00
13000000.00,109421911.00
4000000.00,109492484.00
17000000.00,109793192.00
17500000.00,109843390.00
53000000.00,109848461.00
20000000.00,109862682.00
55000000.00,110387072.00
52000000.00,110400000.00
22000000.00,110521733.00
95000000.00,110623265.00
38000000.00,110678636.00
12000000.00,110989157.00
50000000.00,111300835.00
20000000.00,111448997.00
9000000.00,111534881.00
9500000.00,111600000.00
35000000.00,111854182.00
11000000.00,111859493.00
60000000.00,111946251.00
45000000.00,112006296.00
23000000.00,112036870.00
47500000.00,112214531.00
48000000.00,112610386.00
25000000.00,112798051.00
28000000.00,112914167.00
32500000.00,112964875.00
50000000.00,113309743.00
80000000.00,113325743.00
35000000.00,113354449.00
12000000.00,113373764.00
46000000.00,113402302.00
45000000.00,113417762.00
85000000.00,113487912.00
68000000.00,113542091.00
156000000.00,113611666.00
46000000.00,113622499.00
55000000.00,113805580.00
45000000.00,113916474.00
25000000.00,114576403.00
70000000.00,114658262.00
30000000.00,114770654.00
40000000.00,114830111.00
35000000.00,114962525.00
85000000.00,114979922.00
30250000.00,115021008.00
25000000.00,115036108.00
30000000.00,115121608.00
30000000.00,115150424.00
14000000.00,115592104.00
7200000.00,116000000.00
30000000.00,116025023.00
17000000.00,116044347.00
35000000.00,116177695.00
70000000.00,116625798.00
47000000.00,116773317.00
38000000.00,116809717.00
32000000.00,116898028.00
4000000.00,117085297.00
50000000.00,117211892.00
36000000.00,117448157.00
38000000.00,117523786.00
45000000.00,117615211.00
35000000.00,117729621.00
70000000.00,117800000.00
40000000.00,118097882.00
10800000.00,118209778.00
20000000.00,118537627.00
67500000.00,118556530.00
10000000.00,118557124.00
51000000.00,118583844.00
50000000.00,118729073.00
13000000.00,118888025.00
50000000.00,119114494.00
50000000.00,119180938.00
25000000.00,119295584.00
2600000.00,119500000.00
75000000.00,119512771.00
40000000.00,119627047.00
80000000.00,119668350.00
38000000.00,119721296.00
16000000.00,119739110.00
25000000.00,119923801.00
38000000.00,120000000.00
90000000.00,120100000.00
15000000.00,120192350.00
40000000.00,120455994.00
10000000.00,120678444.00
25000000.00,120832383.00
37500000.00,120925697.00
40000000.00,121032272.00
100000000.00,121100000.00
60000000.00,121327628.00
145000000.00,121671925.00
10700000.00,121706019.00
45000000.00,122071435.00
55000000.00,122079192.00
20000000.00,122133227.00
35000000.00,122213085.00
13000000.00,122244329.00
65000000.00,122519874.00
30000000.00,122529966.00
15000000.00,123327692.00
12000000.00,123681790.00
25000000.00,123696741.00
14500000.00,123709460.00
150000000.00,123888320.00
13000000.00,123922370.00
70000000.00,123954323.00
48000000.00,124304264.00
60000000.00,124514011.00
60000000.00,124715863.00
40000000.00,124823094.00
40000000.00,124827316.00
3000000.00,124900000.00
50000000.00,125168734.00
14000000.00,125212904.00
17000000.00,125250091.00
25000000.00,125339088.00
60000000.00,126037057.00
40000000.00,126069509.00
35000000.00,126204977.00
55000000.00,126425115.00
32000000.00,126539117.00
28000000.00,126549607.00
40000000.00,126646119.00
50200000.00,126931325.00
40000000.00,127234389.00
75000000.00,127361412.00
62000000.00,127630030.00
22000000.00,127767889.00
110000000.00,127983283.00
45000000.00,127990741.00
100000000.00,128131571.00
16000000.00,128256712.00
50000000.00,128402901.00
65000000.00,128468793.00
25000000.00,128745578.00
40000000.00,128792135.00
65000000.00,128874043.00
40000000.00,128884494.00
15000000.00,128885873.00
15000000.00,128955898.00
55000000.00,129075270.00
11000000.00,129262388.00
30000000.00,129779728.00
60000000.00,129832389.00
50000000.00,130214162.00
54000000.00,130402010.00
80000000.00,130580730.00
102000000.00,130673154.00
27000000.00,130759651.00
42000000.00,130788243.00
18000000.00,130953026.00
60000000.00,130968579.00
70000000.00,131011757.00
42000000.00,131052444.00
80000000.00,131159306.00
53000000.00,131159781.00
80000000.00,131234406.00
45000000.00,131237688.00
22500000.00,131263370.00
60000000.00,131377412.00
70000000.00,131445884.00
75000000.00,131492772.00
20000000.00,131945303.00
20000000.00,132121212.00
65000000.00,132397389.00
40000000.00,132440066.00
61000000.00,132493015.00
113500000.00,132999811.00
24000000.00,133000000.00
30000000.00,133085295.00
28000000.00,133162752.00
3400000.00,133276359.00
140000000.00,133553464.00
63700000.00,133603463.00
17000000.00,133735284.00
109000000.00,133818283.00
30000000.00,133946923.00
52500000.00,134612435.00
10000000.00,134639780.00
16500000.00,134993774.00
60000000.00,135015330.00
10000000.00,135759694.00
45000000.00,135808837.00
80000000.00,136047317.00
40000000.00,136123083.00
55000000.00,136143605.00
30000000.00,136706683.00
17000000.00,136890774.00
45000000.00,136998907.00
70000000.00,137022245.00
40000000.00,137047376.00
84000000.00,137162560.00
85000000.00,137298489.00
70000000.00,137431619.00
67500000.00,137489730.00
60000000.00,137551594.00
65000000.00,137768975.00
6000000.00,137963328.00
25000000.00,137984788.00
35000000.00,139000000.00
28000000.00,139109346.00
34000000.00,139359078.00
40000000.00,139474906.00
14000000.00,139700000.00
100000000.00,139716717.00
53000000.00,139801290.00
65000000.00,139840525.00
90000000.00,139877913.00
777000.00,140000000.00
175000000.00,140012608.00
20000000.00,140122225.00
19000000.00,140428314.00
32000000.00,140428499.00
1200000.00,140556781.00
5000000.00,140619520.00
120000000.00,140845191.00
28000000.00,140894685.00
90000000.00,140900000.00
35000000.00,140949327.00
45000000.00,141189101.00
9000000.00,141200000.00
65000000.00,141205169.00
23000000.00,141247413.00
75000000.00,141267370.00
80000000.00,141475336.00
40000000.00,141484812.00
3000000.00,141600000.00
18000000.00,141809235.00
25000000.00,142033509.00
30000000.00,142051255.00
150000000.00,142634358.00
80000000.00,142783718.00
90000000.00,143049560.00
82500000.00,143985708.00
50000000.00,144110682.00
18000000.00,144529078.00
40000000.00,145238250.00
100000000.00,145395745.00
62000000.00,145443360.00
61000000.00,145594548.00
12000000.00,145712897.00
45000000.00,146162920.00
50000000.00,146195159.00
40000000.00,146300356.00
22000000.00,146590987.00
35000000.00,146595891.00
26000000.00,146850273.00
80000000.00,147080413.00
50000000.00,147142328.00
14500000.00,147542381.00
60000000.00,147985373.00
15000000.00,148095566.00
11000000.00,148168459.00
65000000.00,148345997.00
17500000.00,148586910.00
86000000.00,148715342.00
5000000.00,148868835.00
55000000.00,149022650.00
57000000.00,149217355.00
25000000.00,149228078.00
51000000.00,149270999.00
60000000.00,149705852.00
85000000.00,149717124.00
40000000.00,149804632.00
46000000.00,150000000.00
20000000.00,150350000.00
85000000.00,150422946.00
110000000.00,150468000.00
79000000.00,150519217.00
70000000.00,150562164.00
40000000.00,150886329.00
48000000.00,151463090.00
23000000.00,151496097.00
18000000.00,151668774.00
175000000.00,151716815.00
55000000.00,151947179.00
50000000.00,152022333.00
32000000.00,152036382.00
40000000.00,152266007.00
55000000.00,152269033.00
110000000.00,152364370.00
60000000.00,152457863.00
25000000.00,152500343.00
37000000.00,152566881.00
30000000.00,152627960.00
5000000.00,152925093.00
57000000.00,153007424.00
40000000.00,153060045.00
55000000.00,153535982.00
20000000.00,153698625.00
25000000.00,153733800.00
55000000.00,154017885.00
140000000.00,154110769.00
20000000.00,154218168.00
54000000.00,154338601.00
65000000.00,154362963.00
40000000.00,155011165.00
14000000.00,155056263.00
45000000.00,155200000.00
27000000.00,155564919.00
75000000.00,155708695.00
90000000.00,155750628.00
30000000.00,155769678.00
45000000.00,155931301.00
42000000.00,156167015.00
24000000.00,156229050.00
50000000.00,156399644.00
40000000.00,156553592.00
50000000.00,156602194.00
70000000.00,156815529.00
30000000.00,156822020.00
36000000.00,156835197.00
65000000.00,156974557.00
90000000.00,157092943.00
60000000.00,157670733.00
85000000.00,157794205.00
135000000.00,157956466.00
10000000.00,158185073.00
55000000.00,158500000.00
40000000.00,158527918.00
40000000.00,158701644.00
70000000.00,158702748.00
80000000.00,158750817.00
58000000.00,158905324.00
80000000.00,158908290.00
80000000.00,158926474.00
14400000.00,159157447.00
60000000.00,159356941.00
55000000.00,159387195.00
5500000.00,159616327.00
95000000.00,159691085.00
50000000.00,159745279.00
90000000.00,159762983.00
35000000.00,159846429.00
36000000.00,160000000.00
60000000.00,160038407.00
30000000.00,160247805.00
70000000.00,160379930.00
82500000.00,160388063.00
30000000.00,160502573.00
31000000.00,160558438.00
46000000.00,160648493.00
60000000.00,160700000.00
26000000.00,160822438.00
15000000.00,160903019.00
45000000.00,160971922.00
85000000.00,161510853.00
50000000.00,161626121.00
7000000.00,161800000.00
40000000.00,161838076.00
5000000.00,161921515.00
50000000.00,161941727.00
40000000.00,162610473.00
47000000.00,162738726.00
90000000.00,162753837.00
60000000.00,162778384.00
30000000.00,162838373.00
92500000.00,162839667.00
73000000.00,162870525.00
120000000.00,163018913.00
45000000.00,163126676.00
65000000.00,163295654.00
65000000.00,163527824.00
30000000.00,163644662.00
135000000.00,163818556.00
55000000.00,163838217.00
10000000.00,163876815.00
25000000.00,164051250.00
60000000.00,164285587.00
31000000.00,164350409.00
45000000.00,164539660.00
20000000.00,164675402.00
80000000.00,164800000.00
60000000.00,165048228.00
35000000.00,165103952.00
115000000.00,165149302.00
80000000.00,165173909.00
30000000.00,165334774.00
33000000.00,165552290.00
44000000.00,165600852.00
30000000.00,165889117.00
60000000.00,165890634.00
90000000.00,165900000.00
120000000.00,166000000.00
84000000.00,166307945.00
54000000.00,166617328.00
30000000.00,166842739.00
40000000.00,166893990.00
120000000.00,167117548.00
155000000.00,167297191.00
15000000.00,167780960.00
30000000.00,167791704.00
40000000.00,167851995.00
110000000.00,167918847.00
37000000.00,168167798.00
80000000.00,168311558.00
29000000.00,168841459.00
30000000.00,169173206.00
100000000.00,169296573.00
90000000.00,169400000.00
95000000.00,169511609.00
40000000.00,169590606.00
60000000.00,169740988.00
17500000.00,169955142.00
60000000.00,170200225.00
45000000.00,170327930.00
30000000.00,170466405.00
7000000.00,170549753.00
80000000.00,170805525.00
100000000.00,170936470.00
50000000.00,171269535.00
25000000.00,171302226.00
100000000.00,171377916.00
110000000.00,171484051.00
20000000.00,171685793.00
50000000.00,172185754.00
60000000.00,172450423.00
70000000.00,172543519.00
65000000.00,172825854.00
42000000.00,173044410.00
15000000.00,173046663.00
33000000.00,173559438.00
37000000.00,173567581.00
85000000.00,173613482.00
70000000.00,174102281.00
175000000.00,174131329.00
10350000.00,174201661.00
55000000.00,174463257.00
45000000.00,174810815.00
35000000.00,175361578.00
20000000.00,175507800.00
22000000.00,175516617.00
163000000.00,175910315.00
72000000.00,176101721.00
60000000.00,176262839.00
55000000.00,176469428.00
30000000.00,176885658.00
13900000.00,177012173.00
30000000.00,177025498.00
15000000.00,177200000.00
110000000.00,177241171.00
26000000.00,177344230.00
3000000.00,177512032.00
17000000.00,177535958.00
40000000.00,177835231.00
80000000.00,177993801.00
80000000.00,178066569.00
45000000.00,178100000.00
115000000.00,178200000.00
40000000.00,178710620.00
50000000.00,178890782.00
53000000.00,179209685.00
78000000.00,179265204.00
149000000.00,179357126.00
180000000.00,180047784.00
65000000.00,180148897.00
80000000.00,180188905.00
20000000.00,181025343.00
80000000.00,181038616.00
40000000.00,181053657.00
25000000.00,181185387.00
20000000.00,181457297.00
30000000.00,181489203.00
160000000.00,181674817.00
179000000.00,181982519.00
35000000.00,182291969.00
38000000.00,182365114.00
80000000.00,182782518.00
20000000.00,183097323.00
97000000.00,183124621.00
17000000.00,183316455.00
80000000.00,183354514.00
138000000.00,184068357.00
30000000.00,184075552.00
1488000.00,184925485.00
14000000.00,185400000.00
85000000.00,185708462.00
50000000.00,185798265.00
26000000.00,185904750.00
90000000.00,186049020.00
50000000.00,186450317.00
60000000.00,186883563.00
10000000.00,187281115.00
40000000.00,187384627.00
27500000.00,187500000.00
29000000.00,187707495.00
45000000.00,187995859.00
91000000.00,188536838.00
63000000.00,188657593.00
58000000.00,188715611.00
66000000.00,189176423.00
55000000.00,189624452.00
22000000.00,189800000.00
25000000.00,189922583.00
23000000.00,190191646.00
40000000.00,190212113.00
82000000.00,190320568.00
90000000.00,191091250.00
40000000.00,191200000.00
90000000.00,191200000.00
30000000.00,191502246.00
85000000.00,191932158.00
55000000.00,192903624.00
68000000.00,193500000.00
36000000.00,193737977.00
60000000.00,193857962.00
60000000.00,194058503.00
66000000.00,194169619.00
450000.00,194183034.00
150000000.00,194995215.00
40000000.00,195111193.00
28000000.00,195300000.00
56000000.00,195660942.00
48000000.00,196308367.00
75000000.00,196320329.00
60000000.00,196439693.00
55000000.00,196565669.00
40000000.00,197232734.00
60000000.00,197242826.00
30000000.00,197593152.00
30000000.00,197618160.00
195000000.00,197687603.00
35000000.00,197692062.00
56000000.00,198006880.00
55000000.00,198750909.00
60000000.00,199043309.00
30000000.00,200500000.00
60000000.00,200700000.00
90000000.00,200859554.00
26000000.00,201324422.00
7000000.00,201463574.00
13500000.00,202000000.00
26000000.00,202000000.00
28000000.00,202043881.00
5000000.00,202053386.00
50000000.00,202173000.00
70000000.00,202726605.00
42000000.00,202812429.00
90000000.00,202910991.00
140000000.00,203018919.00
75000000.00,203035572.00
47000000.00,203178872.00
50000000.00,203502372.00
35000000.00,203555567.00
9000000.00,203630630.00
90000000.00,203877963.00
90000000.00,203902107.00
80000000.00,204774690.00
85000000.00,205190324.00
38000000.00,205298907.00
34000000.00,205312666.00
40000000.00,205400000.00
150000000.00,205440387.00
20000000.00,205445075.00
52000000.00,205727307.00
78000000.00,206455420.00
38000000.00,206512310.00
60000000.00,206598789.00
70000000.00,207068340.00
70000000.00,207154748.00
170000000.00,207283457.00
62000000.00,207500000.00
17000000.00,207765056.00
50000000.00,208094550.00
48000000.00,208300000.00
110000000.00,208370892.00
85000000.00,208542162.00
20000000.00,208900376.00
72000000.00,209045522.00
100000000.00,209461378.00
80000000.00,210253368.00
31000000.00,210300000.00
75000000.00,211562435.00
66000000.00,211700000.00
65000000.00,211739043.00
125000000.00,211856088.00
100000000.00,212026975.00
55000000.00,212200000.00
102500000.00,212282709.00
30000000.00,212400000.00
35000000.00,212417601.00
30000000.00,212453431.00
135000000.00,212912137.00
8000000.00,212928762.00
100000000.00,212956024.00
25000000.00,213120004.00
45000000.00,213420951.00
70000000.00,213463976.00
75000000.00,213500000.00
15000000.00,213514672.00
60000000.00,214357371.00
55000000.00,214392904.00
50000000.00,214949716.00
80000000.00,214974953.00
130000000.00,215080810.00
110000000.00,215300000.00
19000000.00,215448997.00
40000000.00,215862692.00
15000000.00,216600000.00
68000000.00,217022588.00
50000000.00,217196811.00
60000000.00,217370736.00
52000000.00,217569328.00
60000000.00,217670152.00
160000000.00,217986320.00
35000000.00,218535708.00
60000000.00,218613188.00
75000000.00,218673959.00
110000000.00,218853353.00
27500000.00,219265952.00
200000000.00,219535492.00
75000000.00,219572877.00
32000000.00,220236410.00
70000000.00,220241723.00
55000000.00,220648184.00
6000000.00,221148959.00
175000000.00,221229335.00
80000000.00,221468935.00
75000000.00,221594911.00
65000000.00,221662676.00
50000000.00,222383055.00
95000000.00,223050874.00
50000000.00,223564608.00
82500000.00,223636949.00
80000000.00,224117573.00
85000000.00,224614744.00
40000000.00,224922135.00
1000000.00,225000000.00
10000000.00,225933435.00
152000000.00,225986078.00
50000000.00,225990976.00
80000000.00,226739416.00
25000000.00,226941585.00
44500000.00,227140757.00
120000000.00,227200000.00
15000000.00,227773686.00
42000000.00,227793915.00
30000000.00,228641283.00
144000000.00,229034050.00
110000000.00,229155503.00
25000000.00,229518131.00
120000000.00,229545589.00
43000000.00,229727774.00
7000000.00,231450102.00
35000000.00,231711151.00
30000000.00,231928227.00
112000000.00,232017848.00
103300000.00,232643008.00
80000000.00,233066978.00
65000000.00,233125712.00
65000000.00,233700000.00
100000000.00,234400000.00
12000000.00,234723148.00
25000000.00,234981342.00
90000000.00,235900000.00
150000000.00,235907054.00
76000000.00,236410607.00
21000000.00,236412453.00
33000000.00,236500000.00
50000000.00,236799211.00
100000000.00,236827677.00
82500000.00,237685089.00
24000000.00,237814327.00
50000000.00,238059569.00
150000000.00,238202668.00
125000000.00,238317814.00
60000000.00,238552082.00
50000000.00,238757137.00
65000000.00,238940997.00
90000000.00,239373970.00
16400000.00,239500000.00
14000000.00,239606210.00
70000000.00,239814025.00
125000000.00,240497948.00
80000000.00,241200000.00
4500000.00,242895809.00
120000000.00,242981799.00
45000000.00,243180937.00
100000000.00,243388614.00
40000000.00,244088654.00
90000000.00,244126300.00
137000000.00,245229234.00
35000000.00,245300000.00
135000000.00,245504574.00
135000000.00,245623848.00
41000000.00,245768384.00
80000000.00,245800000.00
30000000.00,246100000.00
16000000.00,246400000.00
80000000.00,247023808.00
16000000.00,247474497.00
60000000.00,247812011.00
45000000.00,247950247.00
73243106.00,248099143.00
48000000.00,248218486.00
600000.00,248300000.00
100000000.00,249488115.00
90000000.00,249520430.00
80000000.00,250200000.00
99000000.00,250474038.00
85000000.00,250649836.00
70000000.00,250700000.00
65000000.00,250800000.00
5000000.00,251359904.00
130000000.00,251499665.00
60000000.00,252091016.00
35000000.00,252276928.00
60000000.00,253555383.00
65000000.00,255000000.00
180000000.00,256585882.00
6500000.00,256873813.00
71682975.00,257641634.00
50000000.00,257805243.00
40000000.00,257878294.00
3500000.00,257938649.00
50000000.00,257972745.00
31000000.00,258210860.00
117000000.00,258751370.00
55000000.00,259541430.00
90000000.00,259736090.00
275000000.00,260002115.00
80000000.00,260700012.00
65000000.00,261400000.00
18000000.00,261443242.00
65000000.00,262758310.00
100000000.00,262794441.00
137500000.00,263417913.00
2900000.00,263591415.00
110000000.00,263880341.00
50000000.00,263894551.00
95000000.00,263900000.00
60000000.00,264118201.00
175000000.00,264246220.00
80000000.00,266685242.00
80000000.00,266824291.00
70000000.00,267200000.00
37000000.00,267816276.00
100000000.00,267985456.00
858000.00,268000000.00
82000000.00,268268174.00
140000000.00,268314513.00
7000000.00,268500000.00
105000000.00,269065678.00
145000000.00,269806430.00
42000000.00,270340892.00
18000000.00,270944428.00
105000000.00,270997378.00
75000000.00,272223430.00
130000000.00,273271982.00
94000000.00,273330185.00
65000000.00,273346281.00
55000000.00,273814019.00
50000000.00,274000000.00
78000000.00,274392649.00
11000000.00,274392880.00
25000000.00,274543085.00
19000000.00,274949886.00
20000000.00,275726716.00
85000000.00,276014965.00
84000000.00,276294164.00
20000000.00,276665036.00
5000000.00,276841585.00
19000000.00,277200000.00
170000000.00,277442381.00
100000000.00,278731369.00
26000000.00,279500000.00
125000000.00,280355920.00
25000000.00,281527158.00
55000000.00,282300000.00
275000000.00,282778100.00
30000000.00,283200000.00
40000000.00,283218368.00
140000000.00,285400000.00
120000000.00,286192091.00
8200000.00,286214286.00
30000000.00,286500000.00
135000000.00,286896578.00
29000000.00,287130801.00
150000000.00,287594577.00
120000000.00,287916633.00
120000000.00,288215319.00
85000000.00,288587450.00
90000000.00,288693989.00
32500000.00,289527030.00
90000000.00,289660619.00
130000000.00,290650494.00
60000000.00,290701374.00
63000000.00,292738626.00
150000000.00,292817841.00
71500000.00,294156605.00
95000000.00,294680778.00
30000000.00,295212467.00
110000000.00,295279072.00
57500000.00,295874190.00
75000000.00,296339717.00
110000000.00,296642834.00
105000000.00,298815224.00
46000000.00,298923419.00
80000000.00,299461782.00
85000000.00,299477886.00
170000000.00,300150546.00
55000000.00,300200000.00
44000000.00,300400000.00
70000000.00,300854823.00
110000000.00,302211243.00
175000000.00,302469017.00
45000000.00,302710615.00
90000000.00,303500000.00
92000000.00,304249198.00
55000000.00,304599899.00
209000000.00,305218228.00
150000000.00,305270083.00
35000000.00,305705794.00
30000000.00,306771047.00
145000000.00,306900902.00
12000000.00,307166834.00
55000000.00,307325633.00
40000000.00,307353906.00
70000000.00,308700000.00
60000000.00,310043823.00
70000000.00,310138178.00
35000000.00,310332636.00
100000000.00,310650574.00
61000000.00,310697192.00
80000000.00,310940997.00
40000000.00,311270008.00
74000000.00,311594032.00
85000000.00,311744465.00
100000000.00,311979256.00
50000000.00,314111923.00
200000000.00,314594597.00
40000000.00,314709717.00
85000000.00,315268353.00
190000000.00,315709697.00
15000000.00,316300000.00
70000000.00,316915264.00
78000000.00,317668058.00
20000000.00,318000141.00
79000000.00,318146162.00
170000000.00,319090241.00
35000000.00,319700000.00
150000000.00,319713881.00
14000000.00,320100000.00
25000000.00,321365567.00
130000000.00,321887208.00
210000000.00,322241588.00
100000000.00,325500000.00
35000000.00,326073155.00
48000000.00,327656424.00
150000000.00,328015209.00
30000000.00,328125643.00
8800000.00,328203506.00
90000000.00,328675540.00
120000000.00,328711434.00
160000000.00,329809326.00
87500000.00,330717080.00
110000000.00,330780051.00
13000000.00,331266710.00
100000000.00,331323410.00
50000000.00,331333876.00
150000000.00,331775766.00
40000000.00,332000000.00
28000000.00,333080271.00
65000000.00,334100000.00
187500000.00,334342692.00
75000000.00,336069511.00
185000000.00,336398312.00
100000000.00,336529144.00
20000000.00,337700000.00
110000000.00,339504276.00
85000000.00,340384141.00
75000000.00,342416460.00
75000000.00,342769200.00
80000000.00,343397247.00
125000000.00,344780046.00
85000000.00,345114933.00
123000000.00,345141403.00
55000000.00,347100000.00
90000000.00,347425832.00
34000000.00,348319861.00
110000000.00,348547523.00
105000000.00,348629585.00
80000000.00,349088523.00
180000000.00,349143061.00
80000000.00,349464664.00
87000000.00,350100280.00
67500000.00,350976753.00
190000000.00,351040419.00
70000000.00,351500000.00
18000000.00,351620129.00
40000000.00,351774938.00
73000000.00,352829528.00
130000000.00,352831065.00
44000000.00,353715317.00
160000000.00,355408305.00
52000000.00,355612291.00
127500000.00,356148063.00
15000000.00,356258047.00
60000000.00,356429941.00
127000000.00,356546621.00
15000000.00,356800601.00
45000000.00,358500000.00
102000000.00,358824714.00
20000000.00,358994850.00
150000000.00,359142722.00
